order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c
ORD20240508-S08-11105,2024-05-01,S02,Frankfurt,West,In-Store,46-60,None,Clothing,Accessories,51.67,2,0.184,50.34,178,1,1,12.6
ORD20240220-S06-05455,2024-02-20,S06,Hamburg,North,In-Store,26-35,Bronze,Home,Kitchen,312.46,1,0.324,330.1,134,1,0,4.5
ORD20241207-S05-01532,2024-12-07,S05,Frankfurt,South,Online,26-35,Bronze,Electronics,Phones,1200.0,4,0.036,1239.43,135,0,0,4.4
ORD20241226-S04-04962,2024-12-26,S04,Cologne,West,In-Store,36-45,None,Beauty,Makeup,61.76,5,0.008,56.72,133,0,1,-1.2
ORD20240818-S07-10047,2024-08-18,S07,Cologne,East,Online,18-25,None,Grocery,Snacks,18.3,1,0.166,19.85,119,1,0,16.2
ORD20240919-S07-00211,2024-09-19,S07,Munich,East,Online,18-25,None,Beauty,Makeup,21.91,3,0.035,20.72,55,0,0,16.3
ORD20241102-S10-03147,2024-11-02,S10,Cologne,West,In-Store,36-45,None,Home,Decor,218.07,1,0.053,239.02,124,1,0,5.3
ORD20241206-S10-05156,2024-12-06,S10,Frankfurt,South,Online,18-25,Silver,Home,Decor,600.0,2,0.085,580.58,133,1,0,-0.3
ORD20240605-S08-10448,2024-06-05,S08,Munich,West,In-Store,46-60,Bronze,Electronics,Phones,634.59,5,0.042,585.53,104,0,0,21.7
ORD20241123-S10-10297,2024-11-23,S10,Cologne,West,In-Store,26-35,None,Electronics,Phones,209.53,3,0.04,230.97,100,0,0,8.3
ORD20240430-S03-02150,2024-04-30,S03,Cologne,South,In-Store,60+,Silver,Home,Decor,240.38,1,0.01,265.69,93,0,0,10.0
ORD20241004-S06-06995,2024-10-04,S06,Cologne,South,In-Store,46-60,Bronze,Electronics,Laptops,867.92,3,0.042,900.93,112,0,0,8.6
ORD20240504-S03-01973,2024-05-04,S03,Hamburg,East,In-Store,18-25,Bronze,Clothing,Accessories,89.74,1,0.031,90.62,156,0,0,18.9
ORD20240923-S07-04685,2024-09-23,S07,Cologne,West,Online,26-35,None,Grocery,Pantry,18.33,1,0.038,16.76,182,0,0,16.4
ORD20240929-S05-08182,2024-09-29,S05,Frankfurt,East,Online,26-35,None,Grocery,Snacks,20.78,1,0.046,21.58,169,0,0,15.0
ORD20240306-S10-07607,2024-03-06,S10,Frankfurt,South,In-Store,36-45,None,Grocery,Snacks,16.23,2,0.04,16.66,188,0,0,4.1
ORD20240220-S04-09693,2024-02-20,S04,Frankfurt,East,In-Store,26-35,None,Grocery,Pantry,14.4,3,0.013,15.69,100,0,0,1.1
ORD20240904-S03-08838,2024-09-04,S03,Cologne,South,Online,46-60,None,Home,Decor,268.1,3,0.032,266.47,196,0,0,12.3
ORD20241227-S10-00771,2024-12-27,S10,Berlin,South,In-Store,26-35,None,Beauty,Haircare,87.08,2,0.033,90.65,210,0,0,-1.2
ORD20240929-S09-07502,2024-09-29,S09,Berlin,East,Online,36-45,Bronze,Beauty,Skincare,57.11,1,0.035,59.63,191,0,0,19.4
ORD20240628-S05-08895,2024-06-28,S05,Frankfurt,East,In-Store,26-35,None,Electronics,Phones,388.6,3,0.009,444.96,199,0,0,18.4
ORD20241223-S01-01249,2024-12-23,S01,Cologne,East,In-Store,26-35,None,Electronics,Accessories,488.66,1,0.049,517.16,79,0,0,-0.1
ORD20240319-S05-07890,2024-03-19,S05,Hamburg,South,In-Store,46-60,None,Electronics,Phones,130.89,3,0.049,122.48,202,0,0,7.2
ORD20241119-S03-07253,2024-11-19,S03,Munich,South,In-Store,36-45,Silver,Home,Furniture,222.79,2,0.013,214.52,179,0,0,6.8
ORD20240413-S08-10664,2024-04-13,S08,Frankfurt,South,Online,36-45,Silver,Grocery,Beverages,12.08,5,0.038,12.04,201,0,0,10.8
ORD20240710-S05-11322,2024-07-10,S05,Cologne,South,Online,36-45,None,Electronics,Audio,1150.23,1,0.008,1050.39,177,0,0,23.8
ORD20240818-S06-06573,2024-08-18,S06,Hamburg,East,In-Store,36-45,Bronze,Beauty,Fragrance,68.83,4,0.039,65.65,141,0,0,26.2
ORD20241015-S08-10052,2024-10-15,S08,Cologne,East,In-Store,36-45,None,Clothing,Men,61.85,1,0.01,66.15,160,0,0,14.7
ORD20240206-S09-06819,2024-02-06,S09,Cologne,East,In-Store,36-45,Bronze,Grocery,Fresh,17.28,4,0.045,16.53,122,0,0,3.9
ORD20240619-S01-00709,2024-06-19,S01,Munich,East,In-Store,26-35,None,Home,Kitchen,427.69,2,0.033,389.14,196,0,0,21.1
ORD20241107-S10-02672,2024-11-07,S10,Munich,East,In-Store,60+,None,Electronics,Accessories,383.63,1,0.011,380.48,118,0,0,3.9
ORD20241129-S09-04514,2024-11-29,S09,Frankfurt,South,In-Store,26-35,None,Grocery,Snacks,15.17,1,0.046,15.3,187,0,0,5.7
ORD20240424-S04-01461,2024-04-24,S04,Hamburg,West,Online,46-60,Silver,Beauty,Fragrance,26.26,5,0.192,27.98,106,1,0,11.5
ORD20241026-S08-09676,2024-10-26,S08,Frankfurt,North,In-Store,26-35,None,Beauty,Makeup,10.58,4,0.251,11.09,205,1,0,12.5
ORD20240525-S09-02545,2024-05-25,S09,Munich,North,In-Store,26-35,Silver,Electronics,Accessories,454.62,4,0.035,453.84,118,0,0,9.7
ORD20240515-S02-07741,2024-05-15,S02,Hamburg,East,In-Store,36-45,None,Electronics,Phones,171.54,3,0.041,163.04,100,0,0,17.8
ORD20240313-S04-07217,2024-03-13,S04,Frankfurt,West,In-Store,26-35,None,Beauty,Skincare,47.4,2,0.289,44.33,185,1,0,2.6
ORD20240328-S03-08422,2024-03-28,S03,Hamburg,North,In-Store,26-35,None,Clothing,Accessories,41.89,5,0.027,44.43,219,0,0,1.2
ORD20240505-S01-01356,2024-05-05,S01,Berlin,East,In-Store,26-35,Bronze,Grocery,Snacks,13.33,2,0.013,12.84,106,0,0,13.8
ORD20240704-S06-03011,2024-07-04,S06,Frankfurt,East,In-Store,46-60,Gold,Grocery,Beverages,15.07,1,0.01,13.98,166,0,0,21.6
ORD20241020-S09-00851,2024-10-20,S09,Hamburg,East,Online,36-45,None,Electronics,Phones,1200.0,4,0.007,1124.23,149,0,0,9.6
ORD20240216-S08-01004,2024-02-16,S08,Berlin,North,In-Store,36-45,None,Home,Kitchen,600.0,3,0.003,579.37,154,0,0,-3.9
ORD20240212-S08-10188,2024-02-12,S08,Frankfurt,South,Online,36-45,None,Clothing,Men,150.0,5,0.047,163.13,103,0,0,-1.4
ORD20240530-S09-01834,2024-05-30,S09,Cologne,North,In-Store,36-45,Gold,Electronics,Audio,1200.0,5,0.015,1129.64,106,0,0,14.4
ORD20241217-S04-07903,2024-12-17,S04,Frankfurt,South,In-Store,26-35,Silver,Beauty,Skincare,74.0,5,0.005,73.19,146,0,0,-1.1
ORD20240402-S09-11719,2024-04-02,S09,Hamburg,East,In-Store,36-45,None,Clothing,Kids,54.76,3,0.019,59.56,119,0,0,7.7
ORD20241104-S07-07742,2024-11-04,S07,Munich,North,Online,36-45,Bronze,Beauty,Haircare,53.96,4,0.322,53.02,164,1,0,2.4
ORD20240916-S08-01316,2024-09-16,S08,Cologne,West,Online,26-35,Gold,Clothing,Women,95.14,3,0.038,104.04,122,0,0,14.7
ORD20240318-S04-03327,2024-03-18,S04,Hamburg,North,In-Store,18-25,None,Beauty,Haircare,85.33,2,0.048,94.6,125,0,0,9.7
ORD20240107-S06-01623,2024-01-07,S06,Cologne,West,Online,36-45,Silver,Home,Decor,315.25,4,0.031,301.67,89,0,0,2.6
ORD20241120-S10-09672,2024-11-20,S10,Cologne,East,Online,60+,Silver,Beauty,Fragrance,97.57,2,0.091,96.13,151,1,0,6.8
ORD20240829-S02-03833,2024-08-29,S02,Munich,South,Online,36-45,Silver,Beauty,Skincare,49.49,3,0.029,46.82,164,0,0,21.7
ORD20240107-S07-05744,2024-01-07,S07,Munich,East,Online,36-45,None,Home,Furniture,600.0,1,0.034,665.78,130,0,0,4.5
ORD20240103-S04-01278,2024-01-03,S04,Frankfurt,East,In-Store,46-60,None,Electronics,Phones,716.48,2,0.045,746.48,168,0,0,5.1
ORD20240826-S06-10015,2024-08-26,S06,Frankfurt,East,In-Store,60+,Silver,Grocery,Pantry,17.55,3,0.013,16.94,162,0,0,21.9
ORD20240821-S01-09245,2024-08-21,S01,Berlin,South,In-Store,36-45,Bronze,Beauty,Makeup,12.18,4,0.002,12.38,150,0,0,17.7
ORD20240412-S10-04145,2024-04-12,S10,Frankfurt,North,In-Store,18-25,None,Home,Furniture,209.63,1,0.04,200.34,65,0,0,7.9
ORD20240622-S05-08667,2024-06-22,S05,Hamburg,West,In-Store,36-45,Bronze,Electronics,Accessories,726.37,5,0.004,708.27,88,0,0,19.7
ORD20240524-S06-10474,2024-05-24,S06,Hamburg,South,Online,46-60,Bronze,Electronics,Phones,708.35,3,0.017,744.94,61,0,0,19.2
ORD20240823-S04-03146,2024-08-23,S04,Berlin,West,Online,26-35,Bronze,Home,Kitchen,241.23,4,0.028,222.2,189,0,0,22.3
ORD20240904-S01-05642,2024-09-04,S01,Hamburg,West,In-Store,46-60,None,Electronics,Laptops,1200.0,4,0.014,1271.42,124,0,0,18.4
ORD20241026-S08-08527,2024-10-26,S08,Hamburg,South,Online,26-35,None,Home,Kitchen,480.55,2,0.031,503.99,148,0,0,16.7
ORD20240422-S04-07139,2024-04-22,S04,Frankfurt,West,Online,46-60,None,Grocery,Fresh,4.8,5,0.002,5.46,143,0,0,11.9
ORD20240120-S03-02617,2024-01-20,S03,Cologne,West,In-Store,26-35,Silver,Electronics,Phones,1200.0,1,0.015,1280.39,152,0,0,-0.2
ORD20241220-S02-03662,2024-12-20,S02,Berlin,North,In-Store,60+,Bronze,Clothing,Accessories,150.0,5,0.029,169.23,154,0,0,4.6
ORD20241008-S05-00088,2024-10-08,S05,Hamburg,East,Online,36-45,None,Grocery,Beverages,16.08,1,0.0,16.55,108,0,0,9.6
ORD20240912-S05-00874,2024-09-12,S05,Berlin,West,In-Store,26-35,Silver,Beauty,Fragrance,36.06,5,0.028,38.73,131,0,0,18.6
ORD20240803-S10-08735,2024-08-03,S10,Berlin,South,Online,26-35,None,Clothing,Kids,78.77,3,0.03,78.59,189,0,0,28.0
ORD20241011-S08-03000,2024-10-11,S08,Frankfurt,West,In-Store,18-25,None,Electronics,Accessories,325.51,1,0.028,339.06,178,0,0,16.1
ORD20240218-S04-02760,2024-02-18,S04,Cologne,East,Online,36-45,None,Clothing,Men,54.17,2,0.02,51.11,134,0,0,-0.1
ORD20240520-S07-01880,2024-05-20,S07,Cologne,North,In-Store,60+,Gold,Home,Furniture,182.52,4,0.025,186.51,175,0,1,17.6
ORD20241012-S02-00106,2024-10-12,S02,Frankfurt,South,In-Store,26-35,None,Grocery,Fresh,30.0,5,0.005,27.05,90,0,0,13.3
ORD20240717-S06-00926,2024-07-17,S06,Frankfurt,North,In-Store,36-45,None,Grocery,Snacks,17.05,5,0.079,19.45,167,1,0,22.1
ORD20240628-S01-06365,2024-06-28,S01,Munich,South,In-Store,18-25,Bronze,Clothing,Accessories,150.0,4,0.018,155.7,201,0,0,25.8
ORD20241008-S04-00319,2024-10-08,S04,Frankfurt,South,In-Store,46-60,Bronze,Beauty,Fragrance,49.14,5,0.204,48.66,166,1,0,10.1
ORD20240719-S07-00878,2024-07-19,S07,Hamburg,North,In-Store,18-25,Silver,Home,Appliances,343.29,1,0.003,319.76,55,0,0,23.1
ORD20240719-S01-06773,2024-07-19,S01,Munich,East,Online,36-45,None,Beauty,Skincare,77.37,1,0.163,86.46,121,1,0,22.7
ORD20240706-S03-03994,2024-07-06,S03,Hamburg,West,In-Store,18-25,Silver,Clothing,Accessories,76.98,1,0.047,70.36,49,0,0,21.5
ORD20241115-S03-04921,2024-11-15,S03,Munich,North,In-Store,26-35,Gold,Beauty,Makeup,50.8,4,0.024,58.06,148,0,0,8.4
ORD20240327-S06-05386,2024-03-27,S06,Berlin,North,In-Store,26-35,None,Grocery,Pantry,19.22,5,0.047,19.89,139,0,0,11.1
ORD20240316-S07-03078,2024-03-16,S07,Hamburg,East,In-Store,60+,Gold,Home,Appliances,210.95,3,0.027,205.17,190,0,0,8.3
ORD20241202-S02-04730,2024-12-02,S02,Frankfurt,West,In-Store,36-45,Bronze,Beauty,Makeup,52.62,1,0.034,51.27,205,0,0,3.9
ORD20241002-S08-11507,2024-10-02,S08,Frankfurt,West,In-Store,46-60,None,Clothing,Women,114.61,5,0.188,128.48,146,1,0,7.6
ORD20240404-S01-04234,2024-04-04,S01,Hamburg,North,In-Store,26-35,Silver,Grocery,Beverages,30.0,5,0.034,30.94,225,0,0,6.0
ORD20240110-S09-04259,2024-01-10,S09,Hamburg,West,In-Store,18-25,None,Clothing,Women,96.68,5,0.006,101.82,174,0,0,-8.8
ORD20241228-S09-09810,2024-12-28,S09,Frankfurt,North,Online,18-25,None,Home,Furniture,133.78,4,0.023,124.46,130,0,0,2.6
ORD20240210-S04-03726,2024-02-10,S04,Berlin,East,In-Store,26-35,None,Beauty,Fragrance,77.26,5,0.002,72.2,143,0,0,2.4
ORD20240723-S01-11812,2024-07-23,S01,Frankfurt,West,In-Store,18-25,Silver,Home,Kitchen,135.21,5,0.003,125.34,104,0,0,23.1
ORD20240612-S09-09237,2024-06-12,S09,Frankfurt,South,In-Store,60+,None,Beauty,Makeup,120.0,5,0.048,131.62,218,0,0,19.5
ORD20241206-S01-01750,2024-12-06,S01,Cologne,West,Online,60+,None,Clothing,Women,52.35,4,0.025,53.61,136,0,0,3.7
ORD20240705-S02-07691,2024-07-05,S02,Frankfurt,South,Online,36-45,None,Clothing,Women,63.01,4,0.004,63.62,201,0,0,22.9
ORD20240814-S03-05151,2024-08-14,S03,Berlin,South,Online,26-35,Bronze,Clothing,Men,49.35,4,0.036,45.89,157,0,0,22.2
ORD20240306-S10-03878,2024-03-06,S10,Hamburg,West,Online,36-45,Silver,Electronics,Accessories,1155.49,2,0.01,1252.87,159,0,0,7.0
ORD20241130-S04-05864,2024-11-30,S04,Munich,West,In-Store,36-45,None,Electronics,Audio,764.98,1,0.04,719.21,134,0,0,5.6
ORD20240503-S09-05600,2024-05-03,S09,Hamburg,East,In-Store,18-25,None,Electronics,Laptops,309.86,4,0.031,348.26,192,0,0,14.9
ORD20240516-S05-01043,2024-05-16,S05,Hamburg,West,In-Store,60+,None,Clothing,Kids,43.7,1,0.044,48.91,245,0,0,14.4
ORD20240515-S03-03010,2024-05-15,S03,Berlin,South,Online,36-45,Bronze,Grocery,Fresh,16.83,1,0.036,15.88,120,0,0,16.1
ORD20241110-S07-05155,2024-11-10,S07,Frankfurt,North,Online,36-45,None,Unknown/—,Kitchen,3000.0,0,0.031,605.09,147,0,0,6.9
ORD20240609-S03-06777,2024-06-09,S03,Berlin,East,Online,18-25,None,Home,Decor,340.72,2,0.045,370.04,160,0,0,15.1
ORD20240917-S01-07786,2024-09-17,S01,Cologne,South,Online,26-35,Bronze,Grocery,Beverages,10.15,2,0.034,9.78,192,0,0,18.5
ORD20240911-S10-04590,2024-09-11,S10,Munich,East,In-Store,36-45,Gold,Grocery,Fresh,10.85,1,0.04,12.15,161,0,0,18.1
ORD20240224-S03-04751,2024-02-24,S03,Frankfurt,North,Online,46-60,Silver,Clothing,Women,118.83,2,0.05,119.81,162,0,0,1.2
ORD20241012-S08-10256,2024-10-12,S08,Hamburg,South,In-Store,26-35,None,Electronics,Laptops,1139.97,2,0.026,1162.53,187,0,0,9.3
ORD20240925-S10-02964,2024-09-25,S10,Cologne,West,Online,46-60,Silver,Electronics,Accessories,443.84,5,0.036,460.85,135,0,0,12.4
ORD20240714-S09-08833,2024-07-14,S09,Frankfurt,South,Online,18-25,Silver,Clothing,Women,362.9,40,0.031,69.81,66,0,0,21.2
ORD20240112-S04-00137,2024-01-12,S04,Hamburg,North,In-Store,26-35,Silver,Home,Kitchen,209.98,3,0.019,237.96,152,0,0,0.1
ORD20240108-S01-09072,2024-01-08,S01,Munich,South,Online,36-45,None,Electronics,Accessories,1200.0,3,0.012,1278.31,181,0,0,-4.4
ORD20241109-S03-10168,2024-11-09,S03,Cologne,North,In-Store,46-60,Bronze,Electronics,Laptops,538.3,1,0.021,607.9,167,0,0,5.8
ORD20240209-S02-09773,2024-02-09,S02,Hamburg,West,Online,36-45,None,Clothing,Kids,41.29,4,0.029,37.33,151,0,0,6.3
ORD20241003-S05-01097,2024-10-03,S05,Berlin,North,In-Store,26-35,Bronze,Grocery,Fresh,10.08,5,0.006,9.22,202,0,1,15.2
ORD20240317-S08-11172,2024-03-17,S08,Berlin,North,In-Store,26-35,None,Grocery,Snacks,17.94,3,0.004,19.86,151,0,0,8.0
ORD20240211-S09-11587,2024-02-11,S09,Hamburg,South,In-Store,46-60,Silver,Electronics,Phones,1079.51,1,0.038,1024.61,116,0,0,-1.7
ORD20240914-S01-06549,2024-09-14,S01,Berlin,East,In-Store,60+,Bronze,Grocery,Beverages,7.09,4,0.05,6.78,196,0,0,15.5
ORD20241003-S10-09584,2024-10-03,S10,Cologne,North,In-Store,36-45,Silver,Unknown/—,Skincare,225.5,0,0.018,43.38,201,0,1,15.4
ORD20240115-S08-10275,2024-01-15,S08,Cologne,North,In-Store,36-45,Silver,Beauty,Skincare,28.68,3,0.049,28.71,116,0,0,1.2
ORD20241010-S04-09458,2024-10-10,S04,Hamburg,North,In-Store,46-60,None,Electronics,Audio,891.53,4,0.047,939.44,181,0,0,10.3
ORD20240218-S01-06471,2024-02-18,S01,Berlin,North,In-Store,18-25,Bronze,Home,Appliances,249.79,1,0.014,235.68,204,0,0,-2.2
ORD20240609-S07-06461,2024-06-09,S07,Hamburg,South,Online,26-35,Gold,Electronics,Audio,620.17,1,0.039,601.45,190,0,0,16.0
ORD20241120-S08-05265,2024-11-20,S08,Munich,East,Online,18-25,None,Electronics,Accessories,873.97,5,0.17,910.28,126,1,0,4.7
ORD20241214-S06-10766,2024-12-14,S06,Frankfurt,East,In-Store,26-35,None,Home,Furniture,346.65,3,0.039,380.75,156,0,0,-1.0
ORD20240907-S10-02135,2024-09-07,S10,Berlin,South,In-Store,60+,Silver,Beauty,Fragrance,47.07,3,0.033,52.69,173,0,0,11.0
ORD20240828-S05-09695,2024-08-28,S05,Cologne,North,In-Store,46-60,Silver,Electronics,Phones,1175.84,5,0.031,1093.92,89,0,0,23.1
ORD20240708-S04-05458,2024-07-08,S04,Cologne,West,Online,26-35,None,Beauty,Skincare,55.51,1,0.021,51.96,161,0,0,22.0
ORD20241022-S03-05078,2024-10-22,S03,Berlin,East,In-Store,26-35,Silver,Electronics,Accessories,785.27,4,0.012,739.32,132,0,0,7.3
ORD20240415-S05-03367,2024-04-15,S05,Frankfurt,East,Online,18-25,Bronze,Beauty,Makeup,22.03,1,0.032,24.45,162,0,0,9.9
ORD20240821-S04-03729,2024-08-21,S04,Munich,South,In-Store,46-60,Silver,Grocery,Fresh,29.09,3,0.006,30.18,112,0,0,20.5
ORD20241027-S02-00148,2024-10-27,S02,Cologne,East,In-Store,36-45,Bronze,Electronics,Phones,297.04,1,0.032,312.34,71,0,0,13.8
ORD20241123-S06-00303,2024-11-23,S06,Frankfurt,East,In-Store,26-35,Bronze,Grocery,Snacks,12.49,1,0.042,14.03,141,0,0,4.9
ORD20240110-S10-05113,2024-01-10,S10,Hamburg,South,In-Store,26-35,None,Grocery,Fresh,21.35,5,0.025,23.78,148,0,0,6.7
ORD20241224-S01-10116,2024-12-24,S01,Cologne,North,Online,26-35,Bronze,Grocery,Beverages,6.67,4,0.025,6.45,148,0,0,0.1
ORD20240515-S07-05148,2024-05-15,S07,Munich,West,In-Store,26-35,None,Clothing,Men,150.0,1,0.044,170.52,122,0,0,15.9
ORD20240515-S08-01270,2024-05-15,S08,Hamburg,East,In-Store,36-45,None,Clothing,Kids,87.48,4,0.127,97.24,118,1,0,14.1
ORD20240923-S01-10829,2024-09-23,S01,Munich,South,Online,26-35,None,Beauty,Makeup,56.38,3,0.003,51.46,146,0,0,16.1
ORD20240330-S04-01905,2024-05-01,S07,Hamburg,West,Online,46-60,None,Home,Decor,600.0,5,0.001,670.02,148,0,1,18.4
ORD20240913-S07-02210,2024-09-13,S07,Cologne,West,Online,26-35,Bronze,Home,Decor,472.95,3,0.011,465.78,158,0,0,5.6
ORD20241205-S03-04294,2024-12-05,S03,Hamburg,North,Online,18-25,None,Beauty,Haircare,40.07,5,0.01,42.54,144,0,0,2.7
ORD20240723-S08-03842,2024-07-23,S08,Hamburg,East,In-Store,18-25,Bronze,Grocery,Pantry,9.72,2,0.016,9.53,176,0,0,18.8
ORD20241214-S10-03574,2024-12-14,S10,Munich,South,In-Store,60+,Silver,Beauty,Makeup,120.0,4,0.027,124.6,152,0,0,3.7
ORD20240209-S03-09960,2024-02-09,S03,Berlin,South,Online,26-35,Bronze,Electronics,Accessories,669.2,2,0.005,682.1,204,0,0,1.6
ORD20240707-S01-02875,2024-07-07,S01,Cologne,North,In-Store,26-35,Gold,Home,Furniture,323.1,1,0.035,367.14,196,0,0,13.6
ORD20240329-S04-10432,2024-03-29,S04,Berlin,West,In-Store,26-35,Bronze,Home,Decor,600.0,2,0.045,542.67,125,0,1,9.8
ORD20240508-S03-05040,2024-05-08,S03,Munich,North,Online,46-60,Silver,Clothing,Accessories,79.77,1,0.011,83.41,192,0,0,11.5
ORD20240322-S08-02298,2024-03-22,S08,Cologne,West,Online,18-25,None,Home,Furniture,214.93,3,0.0,227.2,161,0,0,5.9
ORD20240110-S07-08675,2024-01-10,S07,Hamburg,East,Online,36-45,None,Beauty,Fragrance,30.52,4,0.031,29.0,222,0,0,5.6
ORD20240729-S03-08155,2024-07-29,S03,Cologne,South,In-Store,46-60,None,Electronics,Laptops,1193.47,1,0.026,1268.37,152,0,0,20.4
ORD20240518-S02-05278,2024-05-18,S02,Frankfurt,South,In-Store,26-35,Bronze,Electronics,Laptops,982.47,1,0.041,891.79,169,0,0,18.4
ORD20241228-S10-05435,2024-12-28,S10,Munich,West,In-Store,36-45,Bronze,Electronics,Audio,725.46,5,0.045,806.1,149,0,0,6.2
ORD20241003-S06-09472,2024-10-03,S06,Cologne,West,In-Store,26-35,Bronze,Home,Appliances,73.76,3,0.04,69.98,93,0,1,7.7
ORD20240708-S04-05127,2024-07-08,S04,Berlin,West,Online,36-45,Bronze,Home,Appliances,557.6,2,0.012,618.93,195,0,0,22.1
ORD20241107-S07-08983,2024-11-07,S07,Hamburg,West,In-Store,26-35,None,Clothing,Men,62.59,1,0.004,67.64,228,0,0,4.6
ORD20241103-S01-06528,2024-11-03,S01,Frankfurt,South,Online,18-25,Bronze,Home,Furniture,506.5,2,0.011,529.8,93,0,0,3.4
ORD20240912-S09-06894,2024-09-12,S09,Hamburg,West,Online,46-60,None,Grocery,Beverages,18.71,2,0.031,19.87,158,0,0,17.8
ORD20240623-S03-01201,2024-06-23,S03,Frankfurt,North,In-Store,60+,None,Electronics,Audio,929.36,4,0.01,1048.39,111,0,0,15.4
ORD20241206-S10-10554,2024-12-06,S10,Berlin,West,In-Store,18-25,Silver,Clothing,Women,79.09,2,0.03,87.04,169,0,0,-2.6
ORD20240228-S05-11957,2024-02-28,S05,Cologne,West,In-Store,36-45,None,Home,Appliances,217.82,1,0.022,214.21,223,0,0,1.2
ORD20240420-S01-03429,2024-04-20,S01,Berlin,East,Online,26-35,None,Home,Decor,600.0,4,0.002,641.95,71,0,0,8.5
ORD20240528-S07-01865,2024-05-28,S07,Cologne,South,In-Store,26-35,Silver,Clothing,Women,111.74,1,0.025,106.77,138,0,0,13.9
ORD20240212-S08-11793,2024-02-12,S08,Cologne,East,In-Store,46-60,Silver,Home,Appliances,600.0,5,0.009,596.62,137,0,0,2.2
ORD20240716-S05-05575,2024-07-16,S05,Frankfurt,West,In-Store,36-45,None,Grocery,Snacks,24.31,5,0.037,25.8,124,0,0,18.1
ORD20240521-S09-10783,2024-05-21,S09,Frankfurt,North,Online,26-35,None,Clothing,Women,82.15,5,0.017,92.16,167,0,0,10.0
ORD20241102-S01-07057,2024-11-02,S01,Munich,North,Online,60+,None,Beauty,Makeup,35.04,1,0.029,34.88,218,0,0,10.3
ORD20240115-S03-10902,2024-01-15,S03,Munich,West,In-Store,36-45,Bronze,Grocery,Fresh,26.96,3,0.047,24.58,171,0,0,-6.1
ORD20240314-S03-05716,2024-03-14,S03,Cologne,South,Online,18-25,None,Beauty,Fragrance,120.0,1,0.045,113.07,116,0,0,9.6
ORD20240703-S02-09721,2024-07-03,S02,Frankfurt,North,Online,36-45,None,Home,Appliances,320.12,2,0.033,343.24,127,0,0,24.6
ORD20240905-S07-04998,2024-09-05,S07,Munich,South,In-Store,18-25,Silver,Home,Kitchen,600.0,1,0.031,669.2,118,0,0,14.6
ORD20240310-S10-02809,2024-03-10,S10,Munich,West,In-Store,36-45,Gold,Clothing,Men,150.0,2,0.024,154.66,121,0,0,4.0
ORD20240418-S02-08877,2024-04-18,S02,Frankfurt,West,Online,36-45,None,Beauty,Haircare,49.57,4,0.02,55.3,148,0,0,9.2
ORD20240330-S05-09743,2024-03-30,S05,Berlin,West,In-Store,46-60,None,Electronics,Audio,463.42,3,0.011,437.52,153,0,0,9.5
ORD20240430-S07-04255,2024-04-30,S07,Munich,North,In-Store,60+,Silver,Grocery,Beverages,7.2,5,0.018,6.51,155,0,0,10.3
ORD20241020-S02-07528,2024-10-20,S02,Munich,South,In-Store,36-45,Bronze,Beauty,Makeup,56.95,5,0.014,55.77,231,0,0,9.6
ORD20240604-S03-08752,2024-06-04,S03,Cologne,West,Online,26-35,None,Grocery,Beverages,20.79,1,0.007,23.59,145,0,0,19.9
ORD20240506-S08-10442,2024-05-06,S08,Hamburg,South,Online,46-60,Bronze,Home,Furniture,218.71,4,0.004,212.64,181,0,0,17.9
ORD20240224-S04-02890,2024-02-24,S04,Cologne,South,Online,26-35,None,Grocery,Fresh,13.55,4,0.047,14.39,114,0,0,-2.4
ORD20240123-S08-03500,2024-01-23,S08,Berlin,South,In-Store,26-35,None,Unknown/—,Accessories,-150.0,0,0.012,149.36,210,0,0,2.9
ORD20240217-S05-10881,2024-02-17,S05,Berlin,West,Online,36-45,Gold,Home,Kitchen,188.65,4,0.125,206.1,70,1,0,-3.9
ORD20240329-S02-11838,2024-03-29,S02,Berlin,East,In-Store,18-25,None,Clothing,Men,150.0,1,0.014,165.36,241,0,1,-0.9
ORD20240524-S01-03379,2024-05-24,S01,Frankfurt,North,In-Store,46-60,None,Home,Furniture,600.0,4,0.016,582.04,109,0,0,15.8
ORD20240311-S04-03193,2024-03-11,S04,Cologne,North,Online,36-45,None,Home,Furniture,472.23,3,0.028,453.88,142,0,0,10.0
ORD20241209-S01-01446,2024-12-09,S01,Cologne,East,Online,26-35,Bronze,Electronics,Accessories,381.47,1,0.037,419.16,175,0,0,4.7
ORD20240127-S09-01952,2024-01-27,S09,Cologne,South,Online,46-60,None,Grocery,Snacks,13.77,4,0.021,15.42,146,0,0,-0.8
ORD20240128-S03-07124,2024-01-28,S03,Munich,South,Online,36-45,None,Clothing,Men,34.93,2,0.034,32.68,171,0,0,-1.2
ORD20240708-S08-09114,2024-07-08,S08,Berlin,East,In-Store,36-45,Silver,Clothing,Men,29.49,2,0.228,31.47,197,1,0,21.2
ORD20240721-S07-01624,2024-07-21,S07,Munich,West,In-Store,36-45,None,Electronics,Laptops,786.29,4,0.005,841.69,257,0,0,22.4
ORD20240412-S04-08502,2024-04-12,S04,Frankfurt,West,In-Store,60+,Bronze,Electronics,Accessories,521.7,5,0.111,486.66,191,1,0,9.5
